id,barcode,recipient_name,address,city_district,package_type,size,dimensions_cm,weight_kg,fragile,priority,payment_method,cod_amount_eur,insurance_value_eur,special_instructions,order_date,status
928,KE00092847,Helena Török,"Horná 43, Košice - Kavečany",Kavečany,Nábytok,XL,83x62x52,19.9,Nie,Štandard,Firemná faktura,,,Nevystavovať vlhku,2026-05-11,Čaká na doručenie
929,KE00092938,Kristína Polák,"Magnetová 94/41, Košice - Nad jazerom",Nad jazerom,Balík,S,18x13x9,0.39,Nie,Expres,Platba vopred,,1679.98,Môže zanechať u suseda,2026-05-16,Čaká na doručenie
930,KE00093037,Alžbeta Tóth,"Bačíkova 111, Košice - Košická Nová Ves",Košická Nová Ves,Náhradný diel,L,52x41x31,1.32,Nie,Štandard,Dobierka,383.08,,,2026-05-18,Čaká na doručenie
931,KE00093162,Mária Katona,"Viničná 59/15, Košice - Košická Nová Ves",Košická Nová Ves,Elektronika,XXL,124x83x72,24.47,Áno,Overnight,Platba vopred,,695.92,,2026-05-14,Čaká na doručenie
932,KE00093219,Peter Máté,"Arm. gen. Svobodu 145/22, Košice - Dargovských hrdinov",Dargovských hrdinov,Náhradný diel,S,19x14x9,1.57,Nie,Expres,Dobierka,392.88,819.78,,2026-05-12,Čaká na doručenie
933,KE00093344,Petra Baláž,"Južná trieda 144, Košice - Juh",Juh,Elektronika,XXL,135x90x79,45.29,Áno,Overnight,Firemná faktura,,,Volať vopred,2026-05-17,Čaká na doručenie
934,KE00093465,Andrej Krajčí,"Hradná 39, Košice - Poľov",Poľov,Balík,XL,72x54x45,27.27,Nie,Overnight,Platba vopred,,,,2026-05-18,Čaká na doručenie
935,KE00093592,Patrik Farkas,"Remeselnícka 17/8, Košice - Poľov",Poľov,Elektronika,XL,70x52x44,5.19,Áno,Overnight,Platba vopred,,121.41,Nevystavovať vlhku,2026-05-18,Čaká na doručenie
936,KE00093638,Adam Molnár,"Kavečianska 76/5, Košice - Kavečany",Kavečany,Náhradný diel,XS,9x9x4,0.41,Nie,Štandard,Firemná faktura,,,Nezalomovať,2026-05-16,Čaká na doručenie
937,KE00093721,Lucia Király,"Lesná 5/29, Košice - Kavečany",Kavečany,Liek,M,28x23x19,0.76,Nie,Overnight,Firemná faktura,,48.73,,2026-05-16,Čaká na doručenie
938,KE00093826,Kristína Szűcs,"Okružná 99/11, Košice - Pereš",Pereš,Balík,XL,66x49x41,24.0,Nie,Štandard,Platba vopred,,471.91,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
939,KE00093938,Monika Baláž,"Priemyselná 44, Košice - Šaca",Šaca,Balík,L,50x40x30,2.11,Nie,Štandard,Platba vopred,,765.86,,2026-05-17,Čaká na doručenie
940,KE00094031,Vladimír Mészáros,"Údolná 132/21, Košice - Lorinčík",Lorinčík,Potraviny,L,50x40x30,14.67,Nie,Štandard,Dobierka,335.6,107.88,Volať vopred,2026-05-14,Čaká na doručenie
941,KE00094169,Lenka Varga,"Herlianska 37/19, Košice - Šaca",Šaca,Balík,XS,9x9x4,0.21,Nie,Štandard,Dobierka,55.3,292.13,,2026-05-11,Čaká na doručenie
942,KE00094253,Ján Kováčik,"Priečna 44/5, Košice - Pereš",Pereš,Nábytok,XXL,100x66x58,29.66,Nie,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-12,Čaká na doručenie
943,KE00094367,Petra Gáborík,"Priečna 113, Košice - Pereš",Pereš,Náhradný diel,XL,71x53x44,6.1,Nie,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-13,Čaká na doručenie
944,KE00094458,Monika Hegedűs,"Vodná 140/28, Košice - Staré Mesto",Staré Mesto,Potraviny,XS,9x9x4,0.38,Nie,Overnight,Platba vopred,,,Krehké - opatrne,2026-05-18,Čaká na doručenie
945,KE00094523,Richard Gáborík,"Moldavská 22/11, Košice - Krásna",Krásna,Dokument,XXL,112x75x65,36.96,Nie,Ekonomický,Platba vopred,,,,2026-05-13,Čaká na doručenie
946,KE00094687,Tomáš Bíró,"Záhradná 146, Košice - Kavečany",Kavečany,Nábytok,XXL,132x88x77,16.97,Nie,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
947,KE00094753,Vladimír Varga,"Hornohorská 140/11, Košice - Krásna",Krásna,Elektronika,M,33x27x22,4.78,Áno,Expres,Firemná faktura,,1766.16,,2026-05-14,Čaká na doručenie
948,KE00094859,Eva Papp,"Pustovnícka 17/19, Košice - Vyšné Opátske",Vyšné Opátske,Balík,XXL,122x81x71,28.32,Nie,Expres,Platba vopred,,,,2026-05-15,Čaká na doručenie
949,KE00094959,Richard Horváth,"Nová 139/43, Košice - Pereš",Pereš,Dokument,XL,78x58x49,13.27,Áno,Ekonomický,Firemná faktura,,,,2026-05-11,Čaká na doručenie
950,KE00095097,Martina Török,"Moldavská 148/33, Košice - Krásna",Krásna,Náhradný diel,S,22x17x11,0.43,Nie,Štandard,Firemná faktura,,,Skladovať v chlade,2026-05-18,Čaká na doručenie
951,KE00095157,Dušan Kiss,"Bernoláková 14/2, Košice - Sever",Sever,Liek,L,47x38x28,9.67,Áno,Štandard,Dobierka,143.4,,,2026-05-16,Čaká na doručenie
952,KE00095234,Anna Szőke,"Lesná 47/26, Košice - Kavečany",Kavečany,Nábytok,L,43x35x26,5.94,Nie,Štandard,Platba vopred,,1734.08,,2026-05-14,Čaká na doručenie
953,KE00095331,Dávid Oravec,"Brestová 27, Košice - Krásna",Krásna,Krehký tovar,XS,10x10x5,0.47,Áno,Štandard,Firemná faktura,,1937.57,Krehké - opatrne,2026-05-16,Čaká na doručenie
954,KE00095472,Jana Bíró,"Hradná 57/15, Košice - Poľov",Poľov,Elektronika,XL,89x66x55,12.99,Áno,Overnight,Platba vopred,,1903.74,Krehké - opatrne,2026-05-12,Čaká na doručenie
955,KE00095583,Mária Horváth,"Mníšska 99/36, Košice - Vyšné Opátske",Vyšné Opátske,Oblečenie,XL,74x55x46,16.17,Nie,Overnight,Dobierka,315.92,,,2026-05-17,Čaká na doručenie
956,KE00095668,Michal Blaho,"Janigova 124/11, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Elektronika,XL,90x67x56,12.01,Áno,Štandard,Dobierka,420.09,657.24,Skladovať v chlade,2026-05-15,Čaká na doručenie
957,KE00095715,Juraj Vincze,"Bulharská 84, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,S,18x14x9,1.79,Nie,Štandard,Platba vopred,,,Horná strana nahor,2026-05-12,Čaká na doručenie
958,KE00095826,Filip Sándor,"Dominikánske námestie 69/10, Košice - Staré Mesto",Staré Mesto,Dokument,XS,9x9x4,0.41,Nie,Štandard,Platba vopred,,1467.68,,2026-05-11,Čaká na doručenie
959,KE00095984,Milan Lukács,"Perešská 70, Košice - Pereš",Pereš,Potraviny,XL,81x61x51,23.71,Nie,Štandard,Firemná faktura,,,Nezalomovať,2026-05-12,Čaká na doručenie
960,KE00096050,Ladislav Kováčik,"Svätá 116/18, Košice - Vyšné Opátske",Vyšné Opátske,Knihy,S,19x14x9,0.81,Nie,Ekonomický,Dobierka,317.93,,Krehké - opatrne,2026-05-12,Čaká na doručenie
961,KE00096185,Natália Lukáč,"Bačíkova 129, Košice - Košická Nová Ves",Košická Nová Ves,Knihy,XS,11x11x5,0.27,Nie,Štandard,Dobierka,24.5,1281.94,,2026-05-16,Čaká na doručenie
962,KE00096276,Rastislav Molnár,"Brnianska 61, Košice - Sever",Sever,Knihy,M,24x20x16,0.53,Nie,Štandard,Firemná faktura,,613.49,,2026-05-16,Čaká na doručenie
963,KE00096310,Natália Török,"Pustovnícka 99, Košice - Vyšné Opátske",Vyšné Opátske,Elektronika,L,42x34x25,14.48,Áno,Štandard,Firemná faktura,,,,2026-05-14,Čaká na doručenie
964,KE00096426,Dávid Kiss,"Rovníková 132/46, Košice - Nad jazerom",Nad jazerom,Náhradný diel,M,26x22x17,4.81,Nie,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-16,Čaká na doručenie
965,KE00096570,Lukáš Tóth,"Moldavská cesta 2/40, Košice - Juh",Juh,Náhradný diel,L,54x43x32,13.4,Nie,Štandard,Dobierka,360.18,338.47,Krehké - opatrne,2026-05-11,Čaká na doručenie
966,KE00096695,Richard Balogh,"Hradná 23/12, Košice - Poľov",Poľov,Knihy,L,49x39x29,4.64,Nie,Štandard,Dobierka,81.6,189.57,Krehké - opatrne,2026-05-18,Čaká na doručenie
967,KE00096737,Marek Halász,"Tichá 142, Košice - Myslava",Myslava,Liek,XS,10x10x5,0.17,Nie,Ekonomický,Dobierka,231.3,,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
968,KE00096828,Miroslav Jakab,"Lomonosovova 84, Košice - Západ",Západ,Potraviny,XL,93x69x58,8.78,Nie,Overnight,Firemná faktura,,1110.74,,2026-05-17,Čaká na doručenie
969,KE00096941,Milan Jakab,"Šoltésovej 84/45, Košice - Sever",Sever,Oblečenie,XL,70x52x44,18.01,Nie,Štandard,Firemná faktura,,792.23,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
970,KE00097066,Pavel Jakab,"Dominikánske námestie 86, Košice - Staré Mesto",Staré Mesto,Krehký tovar,L,52x41x31,11.15,Áno,Overnight,Firemná faktura,,,Doručiť osobne,2026-05-18,Čaká na doručenie
971,KE00097122,Dušan Király,"Idanská 15, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Dokument,L,55x44x33,13.75,Nie,Štandard,Platba vopred,,1626.52,Doručiť osobne,2026-05-15,Čaká na doručenie
972,KE00097298,Michal Máté,"Rovníková 102/47, Košice - Nad jazerom",Nad jazerom,Oblečenie,S,17x13x8,1.79,Nie,Expres,Firemná faktura,,,Krehké - opatrne,2026-05-11,Čaká na doručenie
973,KE00097383,Igor Fehér,"Borová 92, Košice - Barca",Barca,Balík,L,58x46x35,12.18,Nie,Štandard,Firemná faktura,,,,2026-05-17,Čaká na doručenie
974,KE00097493,Dávid Takáč,"Herlianska 118, Košice - Šaca",Šaca,Dokument,XXL,123x82x71,47.14,Nie,Štandard,Firemná faktura,,961.16,Nevystavovať vlhku,2026-05-18,Čaká na doručenie
975,KE00097525,Ján Jakab,"Kláštorná 15/13, Košice - Vyšné Opátske",Vyšné Opátske,Nábytok,L,59x47x35,2.16,Nie,Štandard,Dobierka,201.92,422.42,,2026-05-16,Čaká na doručenie
976,KE00097667,Michal Lukáč,"Tichá 120/9, Košice - Myslava",Myslava,Dokument,XL,88x66x55,21.18,Nie,Štandard,Dobierka,94.45,,,2026-05-17,Čaká na doručenie
977,KE00097795,Róbert Gál,"Rovníková 136/16, Košice - Nad jazerom",Nad jazerom,Nábytok,XXL,131x87x76,11.48,Nie,Štandard,Dobierka,11.64,,Horná strana nahor,2026-05-16,Čaká na doručenie
978,KE00097827,Tibor Novák,"Viničná 27, Košice - Košická Nová Ves",Košická Nová Ves,Náhradný diel,XS,8x8x4,0.11,Nie,Expres,Dobierka,171.89,,,2026-05-18,Čaká na doručenie
979,KE00097995,Barbora Blaho,"Poludníková 97, Košice - Nad jazerom",Nad jazerom,Knihy,XXL,136x91x79,49.78,Nie,Expres,Dobierka,372.35,,,2026-05-18,Čaká na doručenie
980,KE00098026,Peter Rácz,"Ovocná 150, Košice - Barca",Barca,Krehký tovar,XS,8x8x4,0.28,Áno,Štandard,Firemná faktura,,620.82,,2026-05-13,Čaká na doručenie
981,KE00098117,Andrej Hudák,"Južná trieda 67/48, Košice - Juh",Juh,Balík,XS,8x8x4,0.29,Nie,Štandard,Dobierka,119.25,1202.14,Volať vopred,2026-05-11,Čaká na doručenie
982,KE00098290,Barbora Horváth,"Myslavská 111, Košice - Myslava",Myslava,Oblečenie,L,44x35x26,2.77,Nie,Štandard,Dobierka,163.12,,,2026-05-16,Čaká na doručenie
983,KE00098349,Michal Lukáč,"Komenského 74, Košice - Staré Mesto",Staré Mesto,Potraviny,XS,10x10x5,0.46,Nie,Ekonomický,Firemná faktura,,,Skladovať v chlade,2026-05-13,Čaká na doručenie
984,KE00098424,Eva Kiss,"Meteorová 114/50, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Elektronika,M,29x24x19,1.28,Áno,Štandard,Platba vopred,,,Horná strana nahor,2026-05-14,Čaká na doručenie
985,KE00098515,Rastislav Varga,"Prešovská 16/33, Košice - Sídlisko KVP",Sídlisko KVP,Potraviny,S,16x12x8,1.84,Nie,Štandard,Platba vopred,,,Doručiť osobne,2026-05-11,Čaká na doručenie
986,KE00098667,Matúš Katona,"Krásnohorská 133, Košice - Krásna",Krásna,Balík,M,29x24x19,1.17,Nie,Overnight,Platba vopred,,94.48,Nevystavovať vlhku,2026-05-11,Čaká na doručenie
987,KE00098712,Stanislav Fekete,"Jegorova 14, Košice - Dargovských hrdinov",Dargovských hrdinov,Oblečenie,XS,11x11x5,0.43,Nie,Štandard,Dobierka,153.62,401.14,Doručiť osobne,2026-05-12,Čaká na doručenie
988,KE00098835,Ondrej Balogh,"Údolná 90/34, Košice - Lorinčík",Lorinčík,Oblečenie,L,48x38x29,7.01,Nie,Štandard,Firemná faktura,,,,2026-05-15,Čaká na doručenie
989,KE00098961,Monika Fodor,"Hájna 113/28, Košice - Poľov",Poľov,Náhradný diel,S,16x12x8,1.25,Nie,Štandard,Platba vopred,,,Nezalomovať,2026-05-18,Čaká na doručenie
990,KE00099084,Jana Fábián,"Kamenná 26, Košice - Lorinčík",Lorinčík,Dokument,XL,64x48x40,4.83,Nie,Štandard,Platba vopred,,1313.66,Nezalomovať,2026-05-14,Čaká na doručenie
991,KE00099187,Jakub Jakab,"Poludníková 142, Košice - Sever",Sever,Oblečenie,XXL,137x91x80,35.24,Nie,Štandard,Platba vopred,,518.49,,2026-05-13,Čaká na doručenie
992,KE00099287,Martina Halász,"Opátska 77/39, Košice - Vyšné Opátske",Vyšné Opátske,Elektronika,XL,80x60x50,16.31,Áno,Expres,Dobierka,297.21,,,2026-05-17,Čaká na doručenie
993,KE00099375,Zuzana Baláž,"Hornohorská 27, Košice - Krásna",Krásna,Balík,S,17x13x8,0.72,Nie,Štandard,Dobierka,416.3,1476.57,Skladovať v chlade,2026-05-13,Čaká na doručenie
994,KE00099475,Lucia Kováč,"Viničná 146/40, Košice - Košická Nová Ves",Košická Nová Ves,Krehký tovar,XS,10x10x5,0.46,Áno,Overnight,Platba vopred,,,Môže zanechať u suseda,2026-05-18,Čaká na doručenie
995,KE00099588,Andrea Tóth,"Slnečná 44, Košice - Myslava",Myslava,Oblečenie,S,21x15x10,1.39,Nie,Štandard,Platba vopred,,,Krehké - opatrne,2026-05-15,Čaká na doručenie
996,KE00099619,Barbora Papp,"Pustovnícka 130/50, Košice - Vyšné Opátske",Vyšné Opátske,Liek,S,23x17x11,0.35,Nie,Ekonomický,Firemná faktura,,,,2026-05-18,Čaká na doručenie
997,KE00099779,Vladimír Kováčik,"Potočná 67, Košice - Krásna",Krásna,Knihy,XS,9x9x4,0.45,Nie,Štandard,Dobierka,491.51,,Horná strana nahor,2026-05-13,Čaká na doručenie
998,KE00099892,Martin Pintér,"Lomonosovova 7, Košice - Západ",Západ,Krehký tovar,L,46x37x27,10.33,Áno,Overnight,Platba vopred,,,,2026-05-14,Čaká na doručenie
999,KE00099925,Barbora Fedor,"Idanská 131/44, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Náhradný diel,S,20x15x10,0.96,Nie,Štandard,Firemná faktura,,715.74,Volať vopred,2026-05-18,Čaká na doručenie
1000,KE00100055,Eva Fodor,"Kavečianska 149, Košice - Kavečany",Kavečany,Elektronika,XS,9x9x4,0.32,Áno,Štandard,Dobierka,447.41,,Krehké - opatrne,2026-05-15,Čaká na doručenie
1001,KE00100188,Dušan Sándor,"Bukureštská 149/43, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,L,43x34x26,9.96,Nie,Ekonomický,Dobierka,306.86,537.01,,2026-05-12,Čaká na doručenie
1002,KE00100245,Ladislav Hudák,"Lorinčícka 69, Košice - Lorinčík",Lorinčík,Knihy,XS,9x9x4,0.16,Nie,Štandard,Firemná faktura,,,,2026-05-15,Čaká na doručenie
1003,KE00100377,Kristína Rácz,"Brestová 33, Košice - Krásna",Krásna,Náhradný diel,S,18x13x9,0.92,Áno,Štandard,Firemná faktura,,1975.17,Horná strana nahor,2026-05-12,Čaká na doručenie
1004,KE00100462,Peter Gál,"Slnečná 148, Košice - Myslava",Myslava,Dokument,XS,8x8x4,0.13,Nie,Štandard,Firemná faktura,,,,2026-05-16,Čaká na doručenie
1005,KE00100545,Andrea Kováč,"Jegorova 55, Košice - Dargovských hrdinov",Dargovských hrdinov,Oblečenie,M,26x21x17,1.62,Nie,Štandard,Platba vopred,,,Krehké - opatrne,2026-05-16,Čaká na doručenie
1006,KE00100670,Natália Baláž,"Poľná 38, Košice - Košická Nová Ves",Košická Nová Ves,Elektronika,L,46x37x27,1.44,Áno,Expres,Dobierka,394.91,,Skladovať v chlade,2026-05-12,Čaká na doručenie
1007,KE00100722,Pavel Király,"Perešská 133, Košice - Pereš",Pereš,Balík,XL,82x61x51,17.76,Nie,Štandard,Firemná faktura,,,,2026-05-11,Čaká na doručenie
1008,KE00100866,Ivana Baláž,"Kavečianska 114, Košice - Kavečany",Kavečany,Potraviny,S,22x17x11,1.32,Nie,Expres,Platba vopred,,,,2026-05-12,Čaká na doručenie
1009,KE00100971,Lukáš Molnár,"Viničná 98/45, Košice - Košická Nová Ves",Košická Nová Ves,Balík,M,31x25x20,4.91,Nie,Štandard,Platba vopred,,,,2026-05-18,Čaká na doručenie
1010,KE00101092,Eva Lukáč,"Ovocná 98/3, Košice - Barca",Barca,Balík,XS,9x9x4,0.27,Nie,Štandard,Firemná faktura,,827.47,Skladovať v chlade,2026-05-15,Čaká na doručenie
1011,KE00101142,Katarína Király,"Hronská 132/21, Košice - Nad jazerom",Nad jazerom,Balík,XS,9x9x4,0.1,Nie,Štandard,Platba vopred,,,,2026-05-14,Čaká na doručenie
1012,KE00101249,Ondrej Fedor,"Lomonosovova 76/25, Košice - Západ",Západ,Potraviny,XXL,137x91x80,34.54,Áno,Štandard,Firemná faktura,,,Nezalomovať,2026-05-16,Čaká na doručenie
1013,KE00101357,Lucia Fekete,"Továrenská 94, Košice - Šaca",Šaca,Oblečenie,XL,92x69x57,18.42,Nie,Expres,Dobierka,255.68,1715.5,Skladovať v chlade,2026-05-18,Čaká na doručenie
1014,KE00101496,Richard Rácz,"Záhradná 98/41, Košice - Kavečany",Kavečany,Dokument,L,46x37x28,5.05,Nie,Štandard,Platba vopred,,,Nezalomovať,2026-05-18,Čaká na doručenie
1015,KE00101588,Miroslav Tkáč,"Údolná 48, Košice - Lorinčík",Lorinčík,Potraviny,S,23x17x11,1.64,Nie,Ekonomický,Firemná faktura,,,Doručiť osobne,2026-05-12,Čaká na doručenie
1016,KE00101678,Richard Fedor,"Juhoslovanská 8, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Náhradný diel,XXL,143x95x83,13.69,Nie,Overnight,Firemná faktura,,,Nezalomovať,2026-05-18,Čaká na doručenie
1017,KE00101762,Veronika Török,"Mlynská 122/26, Košice - Staré Mesto",Staré Mesto,Dokument,L,59x47x35,2.79,Nie,Štandard,Firemná faktura,,278.47,,2026-05-18,Čaká na doručenie
1018,KE00101859,Matúš Lukáč,"Čermeľská 109, Košice - Kavečany",Kavečany,Elektronika,S,16x12x8,1.15,Áno,Expres,Firemná faktura,,1181.6,Skladovať v chlade,2026-05-15,Čaká na doručenie
1019,KE00101944,Dávid Kiss,"Krásnohorská 119/41, Košice - Krásna",Krásna,Krehký tovar,M,35x29x23,1.29,Áno,Štandard,Platba vopred,,1507.32,Volať vopred,2026-05-13,Čaká na doručenie
1020,KE00102029,Boris Kiss,"Partizánska 110, Košice - Sídlisko KVP",Sídlisko KVP,Krehký tovar,M,31x26x21,2.02,Áno,Overnight,Platba vopred,,,Doručiť osobne,2026-05-17,Čaká na doručenie
1021,KE00102131,Matúš Sipos,"Záhradná 138/48, Košice - Myslava",Myslava,Dokument,XXL,141x94x82,39.34,Nie,Štandard,Platba vopred,,1286.62,,2026-05-15,Čaká na doručenie
1022,KE00102242,Alžbeta Fehér,"Nová 8, Košice - Pereš",Pereš,Liek,L,53x42x32,12.48,Áno,Štandard,Platba vopred,,,Môže zanechať u suseda,2026-05-12,Čaká na doručenie
1023,KE00102399,Stanislav Molnár,"Sácka 9, Košice - Šaca",Šaca,Oblečenie,XXL,122x81x71,43.19,Nie,Expres,Firemná faktura,,,Nezalomovať,2026-05-18,Čaká na doručenie
1024,KE00102478,Lucia Olah,"Varšavská 18/26, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XL,73x54x45,27.44,Nie,Štandard,Dobierka,458.81,116.44,Volať vopred,2026-05-13,Čaká na doručenie
1025,KE00102528,Helena Gál,"Kyjevská 93/31, Košice - Juh",Juh,Dokument,S,19x14x9,1.61,Nie,Štandard,Firemná faktura,,,,2026-05-15,Čaká na doručenie
1026,KE00102699,Tereza Bogdán,"Potočná 129/17, Košice - Krásna",Krásna,Potraviny,L,56x44x33,8.95,Nie,Ekonomický,Platba vopred,,,Krehké - opatrne,2026-05-14,Čaká na doručenie
1027,KE00102781,Lucia Hegedűs,"Dĺžková 27, Košice - Nad jazerom",Nad jazerom,Dokument,S,18x13x9,0.62,Nie,Overnight,Firemná faktura,,1810.07,Doručiť osobne,2026-05-14,Čaká na doručenie
1028,KE00102816,Kristína Baláž,"Vietnamská 42/16, Košice - Sever",Sever,Náhradný diel,S,23x17x11,1.97,Nie,Štandard,Platba vopred,,,,2026-05-16,Čaká na doručenie
1029,KE00102990,Martin Lukáč,"Moldavská 43, Košice - Krásna",Krásna,Balík,XS,8x8x4,0.17,Nie,Štandard,Firemná faktura,,69.3,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
1030,KE00103085,Alžbeta Nagy,"Potočná 99, Košice - Krásna",Krásna,Dokument,M,26x21x17,2.23,Nie,Štandard,Dobierka,278.75,1887.38,,2026-05-13,Čaká na doručenie
1031,KE00103112,Patrik Rácz,"Opátska 124, Košice - Vyšné Opátske",Vyšné Opátske,Oblečenie,XL,84x63x52,8.26,Nie,Štandard,Platba vopred,,1548.46,Nezalomovať,2026-05-18,Čaká na doručenie
1032,KE00103292,Radoslav Fekete,"Tichá 47, Košice - Myslava",Myslava,Dokument,XXL,124x82x72,27.5,Nie,Štandard,Dobierka,219.26,156.91,Skladovať v chlade,2026-05-12,Čaká na doručenie
1033,KE00103311,Lukáš Török,"Poľná 77/46, Košice - Poľov",Poľov,Liek,S,23x17x11,0.2,Nie,Štandard,Firemná faktura,,,Nezalomovať,2026-05-11,Čaká na doručenie
1034,KE00103481,Alžbeta Blaho,"Borová 50, Košice - Barca",Barca,Nábytok,M,30x25x20,2.2,Nie,Štandard,Firemná faktura,,872.56,,2026-05-18,Čaká na doručenie
1035,KE00103558,Ondrej Katona,"Pustovnícka 31, Košice - Vyšné Opátske",Vyšné Opátske,Knihy,XXL,119x79x69,34.57,Nie,Štandard,Firemná faktura,,914.4,,2026-05-11,Čaká na doručenie
1036,KE00103610,Lukáš Šimko,"Rybárska brána 61, Košice - Staré Mesto",Staré Mesto,Knihy,L,57x46x34,11.7,Nie,Štandard,Platba vopred,,166.53,Nezalomovať,2026-05-12,Čaká na doručenie
1037,KE00103719,Jana Lukács,"Ovocná 19/24, Košice - Barca",Barca,Liek,M,35x29x23,1.03,Nie,Štandard,Platba vopred,,377.91,Volať vopred,2026-05-11,Čaká na doručenie
1038,KE00103867,Lukáš Király,"Varšavská 142, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XXL,124x82x72,47.6,Nie,Štandard,Firemná faktura,,,,2026-05-13,Čaká na doručenie
1039,KE00103926,Vladimír Baláž,"Fábryho 94, Košice - Sídlisko KVP",Sídlisko KVP,Liek,XL,75x56x46,10.93,Áno,Overnight,Platba vopred,,,,2026-05-18,Čaká na doručenie
1040,KE00104070,Matúš Tóth,"Javorová 1/2, Košice - Barca",Barca,Knihy,XS,10x10x5,0.19,Nie,Štandard,Platba vopred,,,Volať vopred,2026-05-16,Čaká na doručenie
1041,KE00104121,Mária Vincze,"Tatranskápre 42/40, Košice - Západ",Západ,Náhradný diel,M,24x20x16,0.9,Nie,Expres,Platba vopred,,,,2026-05-14,Čaká na doručenie
1042,KE00104210,Tereza Rácz,"Šírková 19, Košice - Nad jazerom",Nad jazerom,Knihy,M,24x20x16,0.8,Nie,Ekonomický,Platba vopred,,,Nevystavovať vlhku,2026-05-17,Čaká na doručenie
